,FID,title,description,category,price,length,rating,actors
105,106,BULWORTH COMMANDMENTS,A Amazing Display of a Mad Cow And a Pioneer who must Redeem a Sumo Wrestler in The Outback,Games,2.99,61,G,"PENELOPE GUINESS, ANGELA HUDSON, SCARLETT BENING, ALAN DREYFUSS"
106,107,BUNCH MINDS,A Emotional Story of a Feminist And a Feminist who must Escape a Pastry Chef in A MySQL Convention,Drama,2.99,63,G,"KARL BERRY, WOODY HOFFMAN, JOHNNY CAGE, CHRIS BRIDGES, GRETA KEITEL, EWAN GOODING, JADA RYDER, LAURENCE BULLOCK"
107,108,BUTCH PANTHER,A Lacklusture Yarn of a Feminist And a Database Administrator who must Face a Hunter in New Orleans,New,0.99,67,PG-13,"CUBA OLIVIER, CARMEN HUNT, GROUCHO DUNST"
108,109,BUTTERFLY CHOCOLAT,A Fateful Story of a Girl And a Composer who must Conquer a Husband in A Shark Tank,New,0.99,89,G,"NICK STALLONE, MENA TEMPLE, KIM ALLEN, LISA MONROE, ED GUINESS, BURT TEMPLE, MARY KEITEL"
109,110,CABIN FLASH,A Stunning Epistle of a Boat And a Man who must Challenge a A Shark in A Baloon Factory,Children,0.99,53,NC-17,"UMA WOOD, ALEC WAYNE, BEN WILLIS, RENEE BALL"
110,111,CADDYSHACK JEDI,A Awe-Inspiring Epistle of a Woman And a Madman who must Fight a Robot in Soviet Georgia,Action,0.99,52,NC-17,"ED CHASE, ELVIS MARX, TOM MCKELLEN, NATALIE HOPKINS, KENNETH PALTROW, MERYL GIBSON, ROCK DUKAKIS"
111,112,CALENDAR GUNFIGHT,A Thrilling Drama of a Frisbee And a Lumberjack who must Sink a Man in Nigeria,Foreign,4.99,120,NC-17,"BETTE NICHOLSON, CAMERON STREEP, TIM HACKMAN, MILLA PECK, GARY PHOENIX, GINA DEGENERES, GRETA KEITEL, WHOOPI HURT"
112,113,CALIFORNIA BIRDS,A Thrilling Yarn of a Database Administrator And a Robot who must Battle a Database Administrator in Ancient India,Sports,4.99,75,NC-17,"SCARLETT BENING, RUSSELL CLOSE"
113,114,CAMELOT VACATION,A Touching Character Study of a Woman And a Waitress who must Battle a Pastry Chef in A MySQL Convention,Sci-Fi,0.99,61,NC-17,"JUDE CRUISE, ALBERT NOLTE"
114,115,CAMPUS REMEMBER,A Astounding Drama of a Crocodile And a Mad Cow who must Build a Robot in A Jet Boat,Action,2.99,167,R,"MATTHEW JOHANSSON, REESE KILMER, WILL WILSON"
115,116,CANDIDATE PERDITION,A Brilliant Epistle of a Composer And a Database Administrator who must Vanquish a Mad Scientist in The First Manned Space Station,Classics,2.99,70,R,"SANDRA KILMER, SIDNEY CROWE, MORGAN HOPKINS, THORA TEMPLE"
116,117,CANDLES GRAPES,A Fanciful Character Study of a Monkey And a Explorer who must Build a Astronaut in An Abandoned Fun House,Games,4.99,135,NC-17,"SANDRA KILMER, REESE KILMER, ANGELA HUDSON, MILLA KEITEL, CHARLIZE DENCH, ALBERT JOHANSSON, JOHN SUVARI"
117,118,CANYON STOCK,A Thoughtful Reflection of a Waitress And a Feminist who must Escape a Squirrel in A Manhattan Penthouse,Animation,0.99,85,R,"ZERO CAGE, VAL BOLGER, RALPH CRUZ, SPENCER DEPP, MATTHEW LEIGH, RUSSELL TEMPLE"
118,119,CAPER MOTIONS,A Fateful Saga of a Moose And a Car who must Pursue a Woman in A MySQL Convention,Comedy,0.99,176,G,"HELEN VOIGHT, AUDREY OLIVIER, VAL BOLGER, CHRISTIAN AKROYD, KEVIN GARLAND, CATE MCQUEEN, BURT TEMPLE"
119,120,CARIBBEAN LIBERTY,A Fanciful Tale of a Pioneer And a Technical Writer who must Outgun a Pioneer in A Shark Tank,Sports,4.99,92,NC-17,"BEN WILLIS, ELLEN PRESLEY, CHRIS BRIDGES, SUSAN DAVIS, JANE JACKMAN, KIM ALLEN, HARVEY HOPE, LAURENCE BULLOCK"
120,121,CAROL TEXAS,A Astounding Character Study of a Composer And a Student who must Overcome a Composer in A Monastery,Animation,2.99,151,PG,"FRED COSTNER, GARY PHOENIX, DUSTIN TAUTOU, BEN WILLIS, VIVIEN BASINGER, OPRAH KILMER, THORA TEMPLE"
121,122,CARRIE BUNCH,A Amazing Epistle of a Student And a Astronaut who must Discover a Frisbee in The Canadian Rockies,Horror,0.99,114,PG,"VAL BOLGER, MENA TEMPLE, JUDE CRUISE, ANGELINA ASTAIRE, KENNETH TORN, GRETA MALDEN, BELA WALKEN"
122,123,CASABLANCA SUPER,A Amazing Panorama of a Crocodile And a Forensic Psychologist who must Pursue a Secret Agent in The First Manned Space Station,Travel,4.99,85,G,"KIRSTEN AKROYD, WALTER TORN, ANGELA WITHERSPOON, REESE WEST"
123,124,CASPER DRAGONFLY,A Intrepid Documentary of a Boat And a Crocodile who must Chase a Robot in The Sahara Desert,Children,4.99,163,PG-13,"HELEN VOIGHT, RAY JOHANSSON, RALPH CRUZ, ELLEN PRESLEY, WALTER TORN"
124,125,CASSIDY WYOMING,A Intrepid Drama of a Frisbee And a Hunter who must Kill a Secret Agent in New Orleans,Travel,2.99,61,NC-17,"CUBA OLIVIER, SANDRA KILMER, AUDREY OLIVIER, ANGELA HUDSON, LUCILLE DEE, ANGELA WITHERSPOON, MARY KEITEL"
125,126,CASUALTIES ENCINO,A Insightful Yarn of a A Shark And a Pastry Chef who must Face a Boy in A Monastery,Action,4.99,179,G,"CAMERON STREEP, MENA TEMPLE, DARYL WAHLBERG, GROUCHO DUNST, SUSAN DAVIS"
126,127,CAT CONEHEADS,A Fast-Paced Panorama of a Girl And a A Shark who must Confront a Boy in Ancient India,Comedy,4.99,112,G,"HELEN VOIGHT, ANGELA WITHERSPOON, LAURA BRODY, RENEE BALL"
127,128,CATCH AMISTAD,A Boring Reflection of a Lumberjack And a Feminist who must Discover a Woman in Nigeria,Foreign,0.99,183,G,"JOHNNY CAGE, CHRISTIAN AKROYD, KENNETH PESCI, DAN STREEP, IAN TANDY"
128,129,CAUSE DATE,A Taut Tale of a Explorer And a Pastry Chef who must Conquer a Hunter in A MySQL Convention,Documentary,2.99,179,R,"PENELOPE PINKETT, DUSTIN TAUTOU, JAYNE NEESON, WILLIAM HACKMAN, JAYNE SILVERSTONE, REESE WEST"
129,130,CELEBRITY HORN,A Amazing Documentary of a Secret Agent And a Astronaut who must Vanquish a Hunter in A Shark Tank,Action,0.99,110,PG-13,"DUSTIN TAUTOU, MATTHEW LEIGH, ANGELA WITHERSPOON, JAYNE SILVERSTONE"
130,131,CENTER DINOSAUR,A Beautiful Character Study of a Sumo Wrestler And a Dentist who must Find a Dog in California,Classics,4.99,152,PG,"ALEC WAYNE, FAY WINSLET, GEOFFREY HESTON, ED GUINESS"
131,132,CHAINSAW UPTOWN,A Beautiful Documentary of a Boy And a Robot who must Discover a Squirrel in Australia,Sci-Fi,0.99,114,PG,"NICK WAHLBERG, GENE HOPKINS"
132,133,CHAMBER ITALIAN,A Fateful Reflection of a Moose And a Husband who must Overcome a Monkey in Nigeria,Music,4.99,117,NC-17,"ALEC WAYNE, HENRY BERRY, RIP WINSLET, GINA DEGENERES, ADAM HOPPER, RICHARD PENN, EMILY DEE"
133,134,CHAMPION FLATLINERS,A Amazing Story of a Mad Cow And a Dog who must Kill a Husband in A Monastery,Animation,4.99,51,PG,"FRANCES DAY-LEWIS, JUDE CRUISE, CAMERON WRAY, GENE WILLIS"
134,135,CHANCE RESURRECTION,A Astounding Story of a Forensic Psychologist And a Forensic Psychologist who must Overcome a Moose in Ancient China,Sports,2.99,70,R,"MILLA PECK, CHRISTIAN AKROYD, BEN WILLIS, WHOOPI HURT, ANGELA WITHERSPOON, MERYL ALLEN"
135,136,CHAPLIN LICENSE,A Boring Drama of a Dog And a Forensic Psychologist who must Outrace a Explorer in Ancient India,New,2.99,146,NC-17,"TIM HACKMAN, PENELOPE CRONYN, GROUCHO DUNST, GINA DEGENERES, CUBA ALLEN, MINNIE KILMER"
136,137,CHARADE DUFFEL,A Action-Packed Display of a Man And a Waitress who must Build a Dog in A MySQL Convention,Sci-Fi,2.99,66,PG,"GREG CHAPLIN, KIRSTEN AKROYD, WARREN NOLTE"
137,138,CHARIOTS CONSPIRACY,A Unbelieveable Epistle of a Robot And a Husband who must Chase a Robot in The First Manned Space Station,Sci-Fi,2.99,71,R,"GINA DEGENERES, MICHAEL BOLGER"
138,139,CHASING FIGHT,A Astounding Saga of a Technical Writer And a Butler who must Battle a Butler in A Shark Tank,Family,4.99,114,PG,"TOM MIRANDA, JADA RYDER, FAY WINSLET, RUSSELL TEMPLE, MENA HOPPER"
139,140,CHEAPER CLYDE,A Emotional Character Study of a Pioneer And a Girl who must Discover a Dog in Ancient Japan,Sci-Fi,0.99,87,G,"PENELOPE GUINESS, LUCILLE TRACY"
140,141,CHICAGO NORTH,A Fateful Yarn of a Mad Cow And a Waitress who must Battle a Student in California,Games,4.99,185,PG-13,"MAE HOFFMAN, CUBA ALLEN, LIZA BERGMAN, KEVIN GARLAND, RIVER DEAN, MERYL GIBSON, BURT TEMPLE, JAYNE SILVERSTONE"
141,142,CHICKEN HELLFIGHTERS,A Emotional Drama of a Dog And a Explorer who must Outrace a Technical Writer in Australia,Documentary,0.99,122,PG,"KIRSTEN PALTROW, HENRY BERRY"
142,143,CHILL LUCK,A Lacklusture Epistle of a Boat And a Technical Writer who must Fight a A Shark in The Canadian Rockies,Drama,0.99,142,PG,"MARY TANDY, BURT POSEY, WOODY JOLIE, MEG HAWKE, WARREN JACKMAN"
143,144,CHINATOWN GLADIATOR,A Brilliant Panorama of a Technical Writer And a Lumberjack who must Escape a Butler in Ancient India,New,4.99,61,PG,"UMA WOOD, DAN TORN, BOB FAWCETT, JUDE CRUISE, JESSICA BAILEY, SEAN WILLIAMS, PENELOPE MONROE, GEOFFREY HESTON, JEFF SILVERSTONE, JAYNE SILVERSTONE"
144,145,CHISUM BEHAVIOR,A Epic Documentary of a Sumo Wrestler And a Butler who must Kill a Car in Ancient India,Family,4.99,124,G,"NICK WAHLBERG, GENE HOPKINS, FAY WINSLET, JULIA FAWCETT"
145,146,CHITTY LOCK,A Boring Epistle of a Boat And a Database Administrator who must Kill a Sumo Wrestler in The First Manned Space Station,Drama,2.99,107,G,"JOHNNY LOLLOBRIGIDA, LUCILLE TRACY, ELVIS MARX, SISSY SOBIESKI, VAL BOLGER, SUSAN DAVIS, RUSSELL TEMPLE, AL GARLAND, NICK DEGENERES, OLYMPIA PFEIFFER, LISA MONROE, HUMPHREY GARLAND, ROCK DUKAKIS"
146,147,CHOCOLAT HARRY,A Action-Packed Epistle of a Dentist And a Moose who must Meet a Mad Cow in Ancient Japan,Family,0.99,101,NC-17,"JOE SWANK, RIP CRAWFORD, KIRK JOVOVICH, JANE JACKMAN, REESE WEST"
147,148,CHOCOLATE DUCK,A Unbelieveable Story of a Mad Scientist And a Technical Writer who must Discover a Composer in Ancient China,Foreign,2.99,132,R,"JOE SWANK, CAMERON STREEP, GARY PENN, MINNIE ZELLWEGER, JULIANNE DENCH, HUMPHREY WILLIS, GROUCHO WILLIAMS"
148,149,CHRISTMAS MOONSHINE,A Action-Packed Epistle of a Feminist And a Astronaut who must Conquer a Boat in A Manhattan Penthouse,Children,0.99,150,NC-17,"PENELOPE MONROE, EMILY DEE, THORA TEMPLE"
149,150,CIDER DESIRE,A Stunning Character Study of a Composer And a Mad Cow who must Succumb a Cat in Soviet Georgia,Documentary,2.99,101,PG,"JULIA MCQUEEN, JODIE DEGENERES, FRANCES DAY-LEWIS, PENELOPE PINKETT, JON CHASE"
150,151,CINCINATTI WHISPERER,A Brilliant Saga of a Pastry Chef And a Hunter who must Confront a Butler in Berlin,Sci-Fi,4.99,143,NC-17,"ANNE CRONYN, RUSSELL BACALL, CUBA ALLEN, JULIANNE DENCH"
151,152,CIRCUS YOUTH,A Thoughtful Drama of a Pastry Chef And a Dentist who must Pursue a Girl in A Baloon,Children,2.99,90,PG-13,"BOB FAWCETT, MATTHEW CARREY"
152,153,CITIZEN SHREK,A Fanciful Character Study of a Technical Writer And a Husband who must Redeem a Robot in The Outback,Sci-Fi,0.99,165,G,"KEVIN BLOOM, GARY PHOENIX, JUDE CRUISE, CARY MCCONAUGHEY, KENNETH TORN, RUSSELL TEMPLE, BEN HARRIS, IAN TANDY"
153,154,CLASH FREDDY,A Amazing Yarn of a Composer And a Squirrel who must Escape a Astronaut in Australia,Animation,2.99,81,G,"UMA WOOD, VIVIEN BERGEN, HELEN VOIGHT, MILLA PECK, LIZA BERGMAN, KIM ALLEN, ALAN DREYFUSS"
154,155,CLEOPATRA DEVIL,A Fanciful Documentary of a Crocodile And a Technical Writer who must Fight a A Shark in A Baloon,New,0.99,150,PG-13,"KARL BERRY, FRED COSTNER, EWAN GOODING, KIM ALLEN, FAY WOOD, WILLIAM HACKMAN, JOHN SUVARI"
155,156,CLERKS ANGELS,A Thrilling Display of a Sumo Wrestler And a Girl who must Confront a Man in A Baloon,Documentary,4.99,164,G,"PENELOPE CRONYN, SUSAN DAVIS, ADAM HOPPER, BELA WALKEN"
156,157,CLOCKWORK PARADISE,A Insightful Documentary of a Technical Writer And a Feminist who must Challenge a Cat in A Baloon,Children,0.99,143,PG-13,"SPENCER PECK, SYLVESTER DERN, SALMA NOLTE, KEVIN GARLAND, LUCILLE DEE"
157,158,CLONES PINOCCHIO,A Amazing Drama of a Car And a Robot who must Pursue a Dentist in New Orleans,Music,2.99,124,R,"MATTHEW JOHANSSON, ANGELA HUDSON, SIDNEY CROWE, SALMA NOLTE, MERYL GIBSON"
158,159,CLOSER BANG,A Unbelieveable Panorama of a Frisbee And a Hunter who must Vanquish a Monkey in Ancient India,Comedy,4.99,58,R,"KIRSTEN PALTROW, JODIE DEGENERES, RUSSELL TEMPLE, GRETA MALDEN, ED GUINESS, JULIA FAWCETT"
159,160,CLUB GRAFFITI,A Epic Tale of a Pioneer And a Hunter who must Escape a Girl in A U-Boat,Animation,0.99,65,PG-13,"TOM MCKELLEN, MORGAN WILLIAMS, LISA MONROE, DEBBIE AKROYD"
160,161,CLUE GRAIL,A Taut Tale of a Butler And a Mad Scientist who must Build a Crocodile in Ancient China,Music,4.99,70,NC-17,"KIRK JOVOVICH, RIP WINSLET, SPENCER PECK, LIZA BERGMAN, GENE HOPKINS, MERYL ALLEN"
161,162,CLUELESS BUCKET,A Taut Tale of a Car And a Pioneer who must Conquer a Sumo Wrestler in An Abandoned Fun House,Action,2.99,95,R,"UMA WOOD, CHARLIZE DENCH, GINA DEGENERES, CAMERON ZELLWEGER, MORGAN MCDORMAND, ADAM HOPPER, ALAN DREYFUSS, JON CHASE"
162,163,CLYDE THEORY,A Beautiful Yarn of a Astronaut And a Frisbee who must Overcome a Explorer in A Jet Boat,New,0.99,139,PG-13,"SISSY SOBIESKI, JOHNNY CAGE, GREG CHAPLIN, MERYL ALLEN"
163,164,COAST RAINBOW,A Astounding Documentary of a Mad Cow And a Pioneer who must Challenge a Butler in The Sahara Desert,Documentary,0.99,55,PG,"BETTE NICHOLSON, CAMERON STREEP, SISSY SOBIESKI, REESE KILMER, FRANCES DAY-LEWIS, ANGELA WITHERSPOON, OPRAH KILMER, LISA MONROE, BURT TEMPLE, REESE WEST"
164,165,COLDBLOODED DARLING,A Brilliant Panorama of a Dentist And a Moose who must Find a Student in The Gulf of Mexico,Sci-Fi,4.99,70,G,"BETTE NICHOLSON, LUCILLE TRACY, BEN WILLIS, GINA DEGENERES"
165,166,COLOR PHILADELPHIA,A Thoughtful Panorama of a Car And a Crocodile who must Sink a Monkey in The Sahara Desert,Classics,2.99,149,G,"PENELOPE GUINESS, GROUCHO DUNST, SALMA NOLTE, DARYL CRAWFORD, CHRISTOPHER WEST, OLYMPIA PFEIFFER, JOHN SUVARI"
166,167,COMA HEAD,A Awe-Inspiring Drama of a Boy And a Frisbee who must Escape a Pastry Chef in California,Travel,4.99,109,NC-17,"CAMERON WRAY, RENEE TRACY, GEOFFREY HESTON"
167,168,COMANCHEROS ENEMY,A Boring Saga of a Lumberjack And a Monkey who must Find a Monkey in The Gulf of Mexico,Children,0.99,67,R,"GOLDIE BRODY, CATE MCQUEEN, JAYNE NOLTE, MICHAEL BENING, RENEE BALL"
168,169,COMFORTS RUSH,A Unbelieveable Panorama of a Pioneer And a Husband who must Meet a Mad Cow in An Abandoned Mine Shaft,Travel,2.99,76,NC-17,"RUSSELL TEMPLE, MERYL GIBSON, HUMPHREY WILLIS, HUMPHREY GARLAND, BELA WALKEN"
169,170,COMMAND DARLING,A Awe-Inspiring Tale of a Forensic Psychologist And a Woman who must Challenge a Database Administrator in Ancient Japan,Foreign,4.99,120,PG-13,"GRACE MOSTEL, BURT POSEY, KENNETH PESCI, LIZA BERGMAN, RITA REYNOLDS, EWAN GOODING, GEOFFREY HESTON, MERYL GIBSON"
170,171,COMMANDMENTS EXPRESS,A Fanciful Saga of a Student And a Mad Scientist who must Battle a Hunter in An Abandoned Mine Shaft,Horror,4.99,59,R,"JOHNNY LOLLOBRIGIDA, BURT DUKAKIS, WARREN JACKMAN, CUBA BIRCH"
171,172,CONEHEADS SMOOCHY,A Touching Story of a Womanizer And a Composer who must Pursue a Husband in Nigeria,Drama,4.99,112,NC-17,"JOHNNY LOLLOBRIGIDA, DAN TORN, JULIA MCQUEEN, ALEC WAYNE, AUDREY OLIVIER, JULIA BARRYMORE, GINA DEGENERES, WARREN JACKMAN, RICHARD PENN"
172,173,CONFESSIONS MAGUIRE,A Insightful Story of a Car And a Boy who must Battle a Technical Writer in A Baloon,Drama,4.99,65,PG-13,"GRACE MOSTEL, RUSSELL BACALL, WARREN JACKMAN, AUDREY BAILEY"
173,174,CONFIDENTIAL INTERVIEW,A Stunning Reflection of a Cat And a Woman who must Find a Astronaut in Ancient Japan,Music,4.99,180,NC-17,"PARKER GOLDBERG, SYLVESTER DERN"
174,175,CONFUSED CANDLES,A Stunning Epistle of a Cat And a Forensic Psychologist who must Confront a Pioneer in A Baloon,Family,2.99,122,PG-13,"CHRISTIAN AKROYD, RALPH CRUZ, JAMES PITT, ALBERT NOLTE, RIVER DEAN, GENE MCKELLEN"
175,176,CONGENIALITY QUEST,A Touching Documentary of a Cat And a Pastry Chef who must Find a Lumberjack in A Baloon,Sports,0.99,87,PG-13,"TOM MCKELLEN, NICK STALLONE, CHRISTOPHER BERRY"
176,177,CONNECTICUT TRAMP,A Unbelieveable Drama of a Crocodile And a Mad Cow who must Reach a Dentist in A Shark Tank,Sci-Fi,4.99,172,R,"KARL BERRY, FRED COSTNER, JOHNNY CAGE, HENRY BERRY, MEG HAWKE, ALBERT JOHANSSON, VIVIEN BASINGER"
177,178,CONNECTION MICROCOSMOS,A Fateful Documentary of a Crocodile And a Husband who must Face a Husband in The First Manned Space Station,Comedy,0.99,115,G,"CAMERON STREEP, NATALIE HOPKINS, SCARLETT DAMON, RENEE TRACY, FAY WINSLET, RUSSELL TEMPLE, VIVIEN BASINGER"
178,179,CONQUERER NUTS,A Taut Drama of a Mad Scientist And a Man who must Escape a Pioneer in An Abandoned Mine Shaft,Drama,4.99,173,G,"MATTHEW JOHANSSON, KIRSTEN PALTROW, KEVIN BLOOM, HENRY BERRY, CAMERON ZELLWEGER, JOHN SUVARI"
179,180,CONSPIRACY SPIRIT,A Awe-Inspiring Story of a Student And a Frisbee who must Conquer a Crocodile in An Abandoned Mine Shaft,Classics,2.99,184,PG-13,"KIRK JOVOVICH, MINNIE KILMER, CHRISTOPHER WEST, MENA HOPPER"
180,181,CONTACT ANONYMOUS,A Insightful Display of a A Shark And a Monkey who must Face a Database Administrator in Ancient India,Travel,2.99,166,PG-13,"MENA TEMPLE, CHRISTOPHER BERRY, MORGAN HOPKINS, EWAN GOODING, OLYMPIA PFEIFFER"
181,182,CONTROL ANTHEM,A Fateful Documentary of a Robot And a Student who must Battle a Cat in A Monastery,Comedy,4.99,185,G,"BOB FAWCETT, AUDREY OLIVIER, CHARLIZE DENCH"
182,183,CONVERSATION DOWNHILL,A Taut Character Study of a Husband And a Waitress who must Sink a Squirrel in A MySQL Convention,Family,4.99,112,R,"DUSTIN TAUTOU, CHRIS BRIDGES, GRETA MALDEN"
183,184,CORE SUIT,A Unbelieveable Tale of a Car And a Explorer who must Confront a Boat in A Manhattan Penthouse,Classics,2.99,92,PG-13,"PENELOPE PINKETT, PENELOPE CRONYN, ANGELA WITHERSPOON, MENA HOPPER"
184,185,COWBOY DOOM,A Astounding Drama of a Boy And a Lumberjack who must Fight a Butler in A Baloon,Foreign,2.99,146,PG,"ED CHASE, MILLA KEITEL, JULIANNE DENCH, WHOOPI HURT, GREGORY GOODING"
185,186,CRAFT OUTFIELD,A Lacklusture Display of a Explorer And a Hunter who must Succumb a Database Administrator in A Baloon Factory,Drama,0.99,64,NC-17,"RIP CRAWFORD, HENRY BERRY, SCARLETT DAMON, LIZA BERGMAN, JADA RYDER, MARY KEITEL"
186,187,CRANES RESERVOIR,A Fanciful Documentary of a Teacher And a Dog who must Outgun a Forensic Psychologist in A Baloon Factory,Sports,2.99,57,NC-17,"VIVIEN BERGEN, REESE KILMER, ANGELINA ASTAIRE, CHARLIZE DENCH, LAURA BRODY, JULIA ZELLWEGER"
187,188,CRAZY HOME,A Fanciful Panorama of a Boy And a Woman who must Vanquish a Database Administrator in The Outback,Comedy,2.99,136,PG,"SISSY SOBIESKI, WOODY JOLIE, MEG HAWKE, RUSSELL BACALL, MORGAN MCDORMAND, ALBERT NOLTE, CATE HARRIS, RUSSELL TEMPLE, VIVIEN BASINGER, HARVEY HOPE, WILL WILSON, ALAN DREYFUSS, GENE MCKELLEN"
188,189,CREATURES SHAKESPEARE,A Emotional Drama of a Womanizer And a Squirrel who must Vanquish a Crocodile in Ancient India,Games,0.99,139,NC-17,"SUSAN DAVIS, GROUCHO DUNST, REESE WEST"
189,190,CREEPERS KANE,A Awe-Inspiring Reflection of a Squirrel And a Boat who must Outrace a Car in A Jet Boat,Classics,4.99,172,NC-17,"CHRISTOPHER BERRY, SYLVESTER DERN, RENEE TRACY, SCARLETT BENING, JAYNE NOLTE, WILLIAM HACKMAN"
190,191,CROOKED FROGMEN,A Unbelieveable Drama of a Hunter And a Database Administrator who must Battle a Crocodile in An Abandoned Amusement Park,Children,0.99,143,PG-13,"JOE SWANK, CHRISTIAN GABLE, CATE HARRIS, ALBERT JOHANSSON, LAURENCE BULLOCK, WILLIAM HACKMAN"
191,192,CROSSING DIVORCE,A Beautiful Documentary of a Dog And a Robot who must Redeem a Womanizer in Berlin,Foreign,4.99,50,R,"JUDE CRUISE, MILLA KEITEL"
192,193,CROSSROADS CASUALTIES,A Intrepid Documentary of a Sumo Wrestler And a Astronaut who must Battle a Composer in The Outback,Animation,2.99,153,G,"BETTE NICHOLSON, KENNETH PESCI, KENNETH TORN, FRANCES TOMEI, ED MANSFIELD, RUSSELL TEMPLE, MERYL GIBSON, ED GUINESS"
193,194,CROW GREASE,A Awe-Inspiring Documentary of a Woman And a Husband who must Sink a Database Administrator in The First Manned Space Station,Action,0.99,104,PG,"CAMERON STREEP, JODIE DEGENERES, SCARLETT DAMON, CHRIS BRIDGES, WALTER TORN, GROUCHO DUNST, CAMERON ZELLWEGER, MORGAN MCDORMAND, FRANCES TOMEI, LISA MONROE"
194,195,CROWDS TELEMARK,A Intrepid Documentary of a Astronaut And a Forensic Psychologist who must Find a Frisbee in An Abandoned Fun House,Sci-Fi,4.99,112,R,"MATTHEW JOHANSSON, ANNE CRONYN, JEFF SILVERSTONE, MATTHEW CARREY"
195,196,CRUELTY UNFORGIVEN,A Brilliant Tale of a Car And a Moose who must Battle a Dentist in Nigeria,Classics,0.99,69,G,"GREG CHAPLIN, WILL WILSON"
196,197,CRUSADE HONEY,A Fast-Paced Reflection of a Explorer And a Butler who must Battle a Madman in An Abandoned Amusement Park,Sports,2.99,112,R,"TIM HACKMAN, FAY KILMER, RAY JOHANSSON, SEAN GUINESS, MEG HAWKE, MATTHEW LEIGH, RENEE TRACY, ALBERT JOHANSSON, LISA MONROE"
197,198,CRYSTAL BREAKING,A Fast-Paced Character Study of a Feminist And a Explorer who must Face a Pastry Chef in Ancient Japan,Foreign,2.99,184,NC-17,"REESE KILMER, JAYNE NEESON, PENELOPE CRONYN, LIZA BERGMAN, FAY WOOD"
198,199,CUPBOARD SINNERS,A Emotional Reflection of a Frisbee And a Boat who must Reach a Pastry Chef in An Abandoned Amusement Park,Documentary,2.99,56,R,"HELEN VOIGHT, CAMERON STREEP, TIM HACKMAN, CHRISTIAN AKROYD, SPENCER PECK, MATTHEW LEIGH, FRANCES TOMEI, JADA RYDER"
199,200,CURTAIN VIDEOTAPE,A Boring Reflection of a Dentist And a Mad Cow who must Chase a Secret Agent in A Shark Tank,Games,0.99,133,PG-13,"JOE SWANK, WALTER TORN, EWAN GOODING"
200,201,CYCLONE FAMILY,A Lacklusture Drama of a Student And a Monkey who must Sink a Womanizer in A MySQL Convention,Foreign,2.99,176,PG,"HELEN VOIGHT, RIP CRAWFORD, JUDY DEAN"
201,202,DADDY PITTSBURGH,A Epic Story of a A Shark And a Student who must Confront a Explorer in The Gulf of Mexico,Comedy,4.99,161,G,"JOHNNY LOLLOBRIGIDA, KENNETH PALTROW, MICHELLE MCCONAUGHEY, KEVIN GARLAND, DARYL CRAWFORD"
202,203,DAISY MENAGERIE,A Fast-Paced Saga of a Pastry Chef And a Monkey who must Sink a Composer in Ancient India,Sci-Fi,4.99,84,G,"JOHNNY LOLLOBRIGIDA, UMA WOOD, GOLDIE BRODY, JODIE DEGENERES, CARMEN HUNT, MILLA KEITEL, MINNIE KILMER"
203,204,DALMATIONS SWEDEN,A Emotional Epistle of a Moose And a Hunter who must Overcome a Robot in A Manhattan Penthouse,Drama,0.99,106,PG,"JOE SWANK, KEVIN BLOOM, VAL BOLGER, GROUCHO DUNST, ALBERT NOLTE, AL GARLAND"
204,205,DANCES NONE,A Insightful Reflection of a A Shark And a Dog who must Kill a Butler in An Abandoned Amusement Park,Action,0.99,58,NC-17,"MATTHEW JOHANSSON, ZERO CAGE, RIP WINSLET, MAE HOFFMAN, WALTER TORN"
205,206,DANCING FEVER,A Stunning Story of a Explorer And a Forensic Psychologist who must Face a Crocodile in A Shark Tank,Documentary,0.99,144,G,"KENNETH TORN, MATTHEW LEIGH, JANE JACKMAN, JAYNE NOLTE, LAURA BRODY, ROCK DUKAKIS"
